unique_id,first_name,last_name,wallet,contribution_amount,contribution_date,address_line_1,city,state,zip,phone,employer,occupation,kyc_status,compliance_status
8E8S8O5B,Jacqueline,Vasquez,0x759e3024366f02ceef107a3a5836c10100349918,1246.7,2024-05-17,358 Pine Road,Seattle,WA,98101,555-3929,Pharmacy Chain,Marketing Director,NOT_FOUND,NO_KYC_RECORD
3BPC7AAP,Barbara,Alvarez,0x7749e2a80b8ed640195638f4afdc45743decd62d,1493.94,2024-05-19,151 Elm Road,Philadelphia,PA,19101,555-1041,Food Services,Real Estate Agent,PASSED,VALID
3ZKCNLYY,Stephanie,Evans,0x7aa65b7fb0109ad848527a8f9771c29df78e6fd7,3299.55,2024-07-29,224 Elm Lane,Fresno,CA,93701,555-3524,Gaming Studio,Attorney,NOT_FOUND,NO_KYC_RECORD
EWTKJQKB,Abigail,Rogers,0x7af1ee0eb41c03b1e8c9a97ab204c0518581c95e,14.14,2024-12-24,686 Cedar Boulevard,Kansas City,MO,64101,555-6400,Accounting Firm,Creative Director,NOT_FOUND,NO_KYC_RECORD
7ZV3BEZO,Joseph,Murphy,0x7b224e8bbf01c624e0ca398b36d9ac9edfdf263c,1631.51,2024-04-07,944 Spruce Boulevard,Omaha,NE,68101,555-2711,Construction Co,Security Consultant,NOT_FOUND,NO_KYC_RECORD
C3Z2QOV8,Kyle,Rivera,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,255.14,2024-05-09,689 Willow Road,San Jose,CA,95101,555-5266,Real Estate Group,Physician,NOT_FOUND,NO_KYC_RECORD
C3Z2QOV8,Kyle,Rivera,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,626.8,2024-06-08,689 Willow Road,San Jose,CA,95101,555-5266,Real Estate Group,Physician,NOT_FOUND,NO_KYC_RECORD
C3Z2QOV8,Kyle,Rivera,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,238.57,2024-12-18,689 Willow Road,San Jose,CA,95101,555-5266,Real Estate Group,Physician,NOT_FOUND,NO_KYC_RECORD
CNPVNIFW,Jose,Rivera,0x7edb2abea6c22946711c2ae65ebbe4f88d419de7,894.92,2024-01-11,354 Ash Street,New York,NY,10001,555-2452,Law Associates,Agent,NOT_FOUND,NO_KYC_RECORD
M22SMOJS,Stephen,Ward,0x813389e2380a9b638316362b070c19bca9955689,764.13,2024-01-07,620 Birch Lane,San Antonio,TX,78201,555-1782,Consulting Firm,Engineer,NOT_FOUND,NO_KYC_RECORD
M22SMOJS,Stephen,Ward,0x813389e2380a9b638316362b070c19bca9955689,149.03,2024-06-11,620 Birch Lane,San Antonio,TX,78201,555-1782,Consulting Firm,Engineer,NOT_FOUND,NO_KYC_RECORD
M22SMOJS,Stephen,Ward,0x813389e2380a9b638316362b070c19bca9955689,436.81,2024-10-02,620 Birch Lane,San Antonio,TX,78201,555-1782,Consulting Firm,Engineer,NOT_FOUND,NO_KYC_RECORD
KQIIPUPB,Andrea,Watson,0x83a0b9fc0683f66235f5a10affb7d1d7be65ba5a,1953.69,2024-06-05,528 Birch Street,Fresno,CA,93701,555-4895,Tech Solutions Inc,Producer,NOT_FOUND,NO_KYC_RECORD
KQIIPUPB,Andrea,Watson,0x83a0b9fc0683f66235f5a10affb7d1d7be65ba5a,898.94,2024-08-05,528 Birch Street,Fresno,CA,93701,555-4895,Tech Solutions Inc,Producer,NOT_FOUND,NO_KYC_RECORD
BN9ZJEK0,Benjamin,Miller,0x84f9d70c91b2f60c448b97c20fb50065ed7f4cc2,914.5,2024-07-19,739 Birch Street,San Jose,CA,95101,555-3542,Telecom Company,Real Estate Agent,NOT_FOUND,NO_KYC_RECORD
K9DQG0A3,Jeremy,Griffin,0x86cf43195ee25dab7e4b0da464fc250638be3462,1563.5,2024-10-07,963 Maple Avenue,Raleigh,NC,27601,555-4910,Accounting Firm,Software Engineer,NOT_FOUND,NO_KYC_RECORD
8H68I9A7,Zachary,Simmons,0x8774d1c6bbf3c427725fd2b990f169f3792581ec,183.22,2024-05-28,554 Pine Place,Portland,OR,97201,555-7442,Media Productions,Designer,NOT_FOUND,NO_KYC_RECORD
8H68I9A7,Zachary,Simmons,0x8774d1c6bbf3c427725fd2b990f169f3792581ec,896.38,2024-08-19,554 Pine Place,Portland,OR,97201,555-7442,Media Productions,Designer,NOT_FOUND,NO_KYC_RECORD
ID074SG0,Peter,Cruz,0x87784d374dc663aa06c86e68be590d190a01a94b,1288.96,2024-03-28,918 Oak Place,Indianapolis,IN,46201,555-3357,Biotech Labs,Project Manager,NOT_FOUND,NO_KYC_RECORD
D9CLQHB1,Isabella,Ellis,0x8778637aa0f7b0f098e8d8fd6aea1b4be8130f6f,522.38,2024-03-26,336 Oak Boulevard,Los Angeles,CA,90001,555-6167,Travel Agency,Producer,PASSED,VALID
D9CLQHB1,Isabella,Ellis,0x8778637aa0f7b0f098e8d8fd6aea1b4be8130f6f,724.13,2024-11-14,336 Oak Boulevard,Los Angeles,CA,90001,555-6167,Travel Agency,Producer,PASSED,VALID
89CM5WVC,Brenda,Young,0x89050758df62c70764793ea4141dd83d0c29918f,3300,2024-05-01,420 Spruce Place,Tampa,FL,33601,555-4284,Energy Company,Mechanical Engineer,NOT_FOUND,NO_KYC_RECORD
Y98W4QG0,Emily,Sanchez,0x8ad1100b8fc3cf674adab8369d29dd583d37f6af,1345.48,2024-03-22,859 Cedar Place,Washington,DC,20001,555-7261,Investment Bank,Administrator,NOT_FOUND,NO_KYC_RECORD
Y0A4GCHY,Brandon,Kim,0x8deb771df348a346e9665651642b84e7612a8cfa,1144.44,2024-02-14,395 Spruce Circle,San Antonio,TX,78201,555-5033,Construction Co,Agent,NOT_FOUND,NO_KYC_RECORD
Y0A4GCHY,Brandon,Kim,0x8deb771df348a346e9665651642b84e7612a8cfa,789.78,2024-08-15,395 Spruce Circle,San Antonio,TX,78201,555-5033,Construction Co,Agent,NOT_FOUND,NO_KYC_RECORD
U6NQV6BX,Joseph,Edwards,0x90ec8941158a155fa43c5380f310082694f3350f,179.71,2024-11-10,108 Cedar Avenue,Detroit,MI,48201,555-3979,Healthcare Partners,Network Engineer,PASSED,VALID
VLI8N7T0,Dennis,Roberts,0x915cae980ea6f1dc227290e763860c6edfed97be,1730.25,2024-12-14,858 Willow Place,Virginia Beach,VA,23451,555-8252,Construction Co,Engineer,NOT_FOUND,NO_KYC_RECORD
NK71KXKQ,Justin,Murray,0x9179e979c6f88a2e5bb7452b9184f81b2fc72b2e,1526.06,2024-02-19,993 Oak Boulevard,Oakland,CA,94601,555-8023,Education First,CPA,NOT_FOUND,NO_KYC_RECORD
8KAP8OKK,Jennifer,Williams,0x947d80c2e24bddd798547911375235b11956d6e8,859.96,2024-02-21,173 Pine Court,Sacramento,CA,95801,555-5736,Energy Company,Software Engineer,NOT_FOUND,NO_KYC_RECORD
8KAP8OKK,Jennifer,Williams,0x947d80c2e24bddd798547911375235b11956d6e8,460,2024-12-08,173 Pine Court,Sacramento,CA,95801,555-5736,Energy Company,Software Engineer,NOT_FOUND,NO_KYC_RECORD
XW302M2V,Emma,Collins,0x96afedef0e3d47eed2c5089a3c77c9433a5d55f3,793.62,2024-08-29,727 Willow Boulevard,Omaha,NE,68101,555-7411,Insurance Corp,Restaurant Owner,NOT_FOUND,NO_KYC_RECORD
XW302M2V,Emma,Collins,0x96afedef0e3d47eed2c5089a3c77c9433a5d55f3,1097.92,2024-10-22,727 Willow Boulevard,Omaha,NE,68101,555-7411,Insurance Corp,Restaurant Owner,NOT_FOUND,NO_KYC_RECORD
TE036S5O,Douglas,Peterson,0x98c9e31d5cefdb7491465fa1ea6140a6eaa89f26,830.93,2024-12-25,309 Willow Place,Atlanta,GA,30301,555-7360,Tech Solutions Inc,Agent,NOT_FOUND,NO_KYC_RECORD
M91DV3DW,Christine,Harris,0x9e93a17d9105a0682c40ec8aa268897b68172689,3299.95,2024-05-24,333 Poplar Boulevard,Portland,OR,97201,555-5836,Tech Solutions Inc,Marketing Director,NOT_FOUND,NO_KYC_RECORD
M7SNFIY3,Hannah,Woods,0xa0248529dc5bf1a7ee913e470d88d4ed96744a6c,573.22,2024-09-17,216 Spruce Way,Boston,MA,02101,555-1214,Hotel Chain,Underwriter,PASSED,VALID
FDMKQED8,Victoria,Johnson,0xa0e522d400abacda16bc0f23af0ea42ec991324e,273.43,2024-11-25,435 Cedar Way,Sacramento,CA,95801,555-7872,Publishing House,Systems Analyst,NOT_FOUND,NO_KYC_RECORD
F8M7G9DL,Susan,Diaz,0xa51697eeedfb8e9d5af175aab64d1c1170dbf12e,262.73,2024-05-20,954 Elm Boulevard,Nashville,TN,37201,555-2828,Music Label,Research Scientist,PASSED,VALID
F8M7G9DL,Susan,Diaz,0xa51697eeedfb8e9d5af175aab64d1c1170dbf12e,147.46,2024-07-22,954 Elm Boulevard,Nashville,TN,37201,555-2828,Music Label,Research Scientist,PASSED,VALID
5W2GH215,Jacqueline,Ruiz,0xa6f73db471dfbf4fcdbc146bca6f57b4e4a21f36,836.6,2024-01-20,634 Maple Drive,Minneapolis,MN,55401,555-2653,Consulting Firm,Site Supervisor,NOT_FOUND,NO_KYC_RECORD
5W2GH215,Jacqueline,Ruiz,0xa6f73db471dfbf4fcdbc146bca6f57b4e4a21f36,1013.26,2024-11-27,634 Maple Drive,Minneapolis,MN,55401,555-2653,Consulting Firm,Site Supervisor,NOT_FOUND,NO_KYC_RECORD
IZZZXXH2,Brittany,Cook,0xa713dd62d42e06b1b4cb3f2f013c508b1e41da62,1433.53,2024-09-27,296 Maple Boulevard,New York,NY,10001,555-2747,Sports Management,Producer,NOT_FOUND,NO_KYC_RECORD
OX09YVNV,Donna,Myers,0xa946121fef719d4f0692dd4f7fdfa1f93e03fed8,1833.98,2024-04-06,339 Birch Court,Charlotte,NC,28201,555-6145,Financial Advisory LLC,Professor,PASSED,VALID
DMDT7SNV,Dennis,Jackson,0xab8ae0c9c2bcfcd1a1d2c470726590abdc7b42b2,119.92,2024-06-10,653 Cedar Place,Fresno,CA,93701,555-5858,Architecture Firm,Financial Analyst,NOT_FOUND,NO_KYC_RECORD
DMDT7SNV,Dennis,Jackson,0xab8ae0c9c2bcfcd1a1d2c470726590abdc7b42b2,1931.39,2024-09-15,653 Cedar Place,Fresno,CA,93701,555-5858,Architecture Firm,Financial Analyst,NOT_FOUND,NO_KYC_RECORD
GR57OCIL,Kevin,Marshall,0xaf6893930cf70d8e426d0974d7b6532cd5d29636,346.55,2024-03-26,223 Cedar Road,Raleigh,NC,27601,555-7242,Real Estate Group,Security Consultant,NOT_FOUND,NO_KYC_RECORD
GR57OCIL,Kevin,Marshall,0xaf6893930cf70d8e426d0974d7b6532cd5d29636,785.86,2024-04-20,223 Cedar Road,Raleigh,NC,27601,555-7242,Real Estate Group,Security Consultant,NOT_FOUND,NO_KYC_RECORD
6H1RMG77,Kelly,Diaz,0xb04cd64de83f984a0587cf8c4af20c920e8fcc4a,15.62,2024-02-03,509 Pine Circle,Atlanta,GA,30301,555-6981,Hospital Network,Systems Analyst,PASSED,VALID
6H1RMG77,Kelly,Diaz,0xb04cd64de83f984a0587cf8c4af20c920e8fcc4a,361.39,2024-06-16,509 Pine Circle,Atlanta,GA,30301,555-6981,Hospital Network,Systems Analyst,PASSED,VALID
FQJB26BY,Maria,Wallace,0xb3e6b4fa848d8c51f2a143379e76b27f5304455d,42.73,2024-07-08,590 Birch Avenue,Columbus,OH,43201,555-5668,Media Productions,Editor,NOT_FOUND,NO_KYC_RECORD
NPRNMY4U,Amanda,Fernandez,0xb3e7c95cc76bd535b1369a9d48ffe8a8a4a3a6b7,45.26,2024-09-17,294 Willow Drive,Omaha,NE,68101,555-7425,Tech Solutions Inc,Attorney,NOT_FOUND,NO_KYC_RECORD
OTBEOGIR,Amanda,West,0xb40ac5b4fbb12a16a036cd2251524f74e67edf23,849.83,2024-08-30,774 Ash Street,Charlotte,NC,28201,555-5523,Film Studio,Teacher,PASSED,VALID
HYRZFLYY,Carolyn,Wright,0xb5da13c9a2e6c944909df341735971f35f159f4b,830.56,2024-03-12,520 Ash Way,Fresno,CA,93701,555-2360,Accounting Firm,Software Engineer,PASSED,VALID
ZBWLU9BD,Nicholas,Wright,0xbc333228bdbf1ab6433082428f9f9ba4efaf6eef,1174.41,2024-03-07,601 Cedar Street,Tampa,FL,33601,555-4533,Real Estate Group,CEO,PASSED,VALID
BS2LMXM4,James,Powell,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,985.14,2024-01-07,765 Elm Place,Miami,FL,33101,555-4207,Tech Solutions Inc,Banker,PASSED,VALID
BS2LMXM4,James,Powell,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,784.79,2024-01-18,765 Elm Place,Miami,FL,33101,555-4207,Tech Solutions Inc,Banker,PASSED,VALID
BS2LMXM4,James,Powell,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,1529.07,2024-04-01,765 Elm Place,Miami,FL,33101,555-4207,Tech Solutions Inc,Banker,PASSED,VALID
2TJUI40V,Carolyn,Williams,0xc314a1b0300b7bb183fa4fa72327b992d7b4c803,1108.07,2024-02-02,323 Ash Way,Milwaukee,WI,53201,555-8189,Tech Startup,Designer,NOT_FOUND,NO_KYC_RECORD
2TJUI40V,Carolyn,Williams,0xc314a1b0300b7bb183fa4fa72327b992d7b4c803,58.07,2024-11-11,323 Ash Way,Milwaukee,WI,53201,555-8189,Tech Startup,Designer,NOT_FOUND,NO_KYC_RECORD
7Y6HI04S,Scott,Bell,0xc35a158bfc9957ec35229112741f64942abbb36b,59.95,2024-06-27,120 Cedar Court,Columbus,OH,43201,555-1727,Logistics Co,Product Manager,NOT_FOUND,NO_KYC_RECORD
7Y6HI04S,Scott,Bell,0xc35a158bfc9957ec35229112741f64942abbb36b,128.88,2024-09-28,120 Cedar Court,Columbus,OH,43201,555-1727,Logistics Co,Product Manager,NOT_FOUND,NO_KYC_RECORD
KMN9ELGG,Sara,Vasquez,0xc6e6bd0e707daa49a2b682a80d8a57e607c9e38e,507.67,2024-07-24,949 Willow Drive,Milwaukee,WI,53201,555-4727,Music Label,Software Engineer,NOT_FOUND,NO_KYC_RECORD
9R1LB52B,Laura,Ward,0xc81131c2206dcacd857c8fd22937b17a9edade8b,3300,2024-01-07,125 Pine Place,Atlanta,GA,30301,555-3473,Consulting Firm,Pilot,NOT_FOUND,NO_KYC_RECORD
J06OIXBQ,Dennis,Martin,0xc9d6351894be064644e05fa77a3f3363070da9af,1950.42,2024-06-30,589 Ash Road,San Jose,CA,95101,555-4154,Security Firm,Creative Director,PASSED,VALID
INYIJ9SW,James,Jordan,0xca18afa644b2bc0c608e8c1ad9698976221d56c3,1821.1,2024-03-02,297 Birch Court,Phoenix,AZ,85001,555-6346,Insurance Corp,Physician,NOT_FOUND,NO_KYC_RECORD
8HMDGSZC,Michelle,Jenkins,0xce7368011f0d4c47c288448edd4b44236327976a,1939.77,2024-11-19,388 Pine Street,San Francisco,CA,94102,555-5756,Logistics Co,Game Developer,NOT_FOUND,NO_KYC_RECORD
9T7ZT14E,Debra,Alvarez,0xcfc1fa19b3e0c3cac56d1bc975212aa5725b732b,1394.56,2024-04-24,450 Oak Circle,Houston,TX,77001,555-6510,Pharmacy Chain,Editor,NOT_FOUND,NO_KYC_RECORD
Z9V2TMV2,Olivia,Hayes,0xd18e529ab2f0b718e2443b403698490da8b0b0a0,1625.94,2024-02-12,958 Spruce Place,Tampa,FL,33601,555-6908,Pharmacy Chain,Financial Analyst,NOT_FOUND,NO_KYC_RECORD
V6YR2VIQ,George,Patel,0xd26dd943f61a6c1254f148e1ff8971dccd051146,1770.13,2024-08-11,340 Willow Place,Denver,CO,80201,555-4765,Hospital Network,Pharmacist,NOT_FOUND,NO_KYC_RECORD
ZDLSNM46,Dennis,Lee,0xd3dedbb4a6bce1644f25ba9ceb57e31d515376c1,242.39,2024-12-25,177 Poplar Way,Omaha,NE,68101,555-2455,Law Associates,Editor,NOT_FOUND,NO_KYC_RECORD
H3D8ZLEY,Christian,Butler,0xd9345816116cd600b4d2a3a78c37eee7551ba686,1786.01,2024-01-23,953 Willow Lane,Austin,TX,78701,555-3971,Financial Advisory LLC,Director,NOT_FOUND,NO_KYC_RECORD
VPRPDFRK,Dennis,Kennedy,0xd9695fa9149cbfdd8c75a72588a4ca92a3b117a5,594.96,2024-08-12,536 Elm Street,Las Vegas,NV,89101,555-6049,Fashion House,Teacher,NOT_FOUND,NO_KYC_RECORD
VPRPDFRK,Dennis,Kennedy,0xd9695fa9149cbfdd8c75a72588a4ca92a3b117a5,747,2024-12-10,536 Elm Street,Las Vegas,NV,89101,555-6049,Fashion House,Teacher,NOT_FOUND,NO_KYC_RECORD
V4IHMZWN,Jordan,Tran,0xdce29b140ea98c1288fc73758b4b6789121e89ed,1388.81,2024-03-05,466 Spruce Avenue,Washington,DC,20001,555-9913,Consulting Firm,Operations Manager,NOT_FOUND,NO_KYC_RECORD
OWPDCNSA,Michelle,Hayes,0xdfc346b38246a7f4e673a6d6304ba681057561b5,1355.48,2024-07-23,973 Ash Court,Fort Worth,TX,76101,555-8237,Investment Bank,Software Engineer,NOT_FOUND,NO_KYC_RECORD
OWPDCNSA,Michelle,Hayes,0xdfc346b38246a7f4e673a6d6304ba681057561b5,538.37,2024-11-30,973 Ash Court,Fort Worth,TX,76101,555-8237,Investment Bank,Software Engineer,NOT_FOUND,NO_KYC_RECORD
OWPDCNSA,Michelle,Hayes,0xdfc346b38246a7f4e673a6d6304ba681057561b5,587.14,2024-12-22,973 Ash Court,Fort Worth,TX,76101,555-8237,Investment Bank,Software Engineer,NOT_FOUND,NO_KYC_RECORD
C99FD0WM,Susan,Ramirez,0xe0493f4d230fbb06510b6314e239317ece100144,219.96,2024-09-02,971 Spruce Court,Tampa,FL,33601,555-1572,Auto Industries,Project Manager,PASSED,VALID
C99FD0WM,Susan,Ramirez,0xe0493f4d230fbb06510b6314e239317ece100144,51.43,2024-12-27,971 Spruce Court,Tampa,FL,33601,555-1572,Auto Industries,Project Manager,PASSED,VALID
W94BZF6D,Christina,Parker,0xe0538f86fe2ca2184330103e34d4de7daea201af,34.18,2024-02-20,577 Oak Lane,Indianapolis,IN,46201,555-5078,Telecom Company,Systems Analyst,NOT_FOUND,NO_KYC_RECORD
UG1P460X,Samuel,Martin,0xe2026c7617466af6b694e2f57ceee189ae685bdd,437.1,2024-05-13,498 Pine Circle,Chicago,IL,60601,555-4625,Food Services,Security Consultant,PASSED,VALID
UG1P460X,Samuel,Martin,0xe2026c7617466af6b694e2f57ceee189ae685bdd,1108.98,2024-12-04,498 Pine Circle,Chicago,IL,60601,555-4625,Food Services,Security Consultant,PASSED,VALID
WTKHNAZW,Tyler,Adams,0xe23ce54ff4ff2439fdde6fbc43f32cf76277bbf3,575.65,2024-09-13,538 Pine Drive,Honolulu,HI,96801,555-9026,Healthcare Partners,Engineer,NOT_FOUND,NO_KYC_RECORD
W16RO41P,Willie,Myers,0xe28eb12c0381ce4f4b121a6c6816b448f569bbf9,27.51,2024-05-28,613 Ash Place,Albuquerque,NM,87101,555-6084,Financial Advisory LLC,Partner,NOT_FOUND,NO_KYC_RECORD
EGCUQSJ6,Nathan,Jones,0xe35eb7275294e6c56afcb2ce3631fd87ed16f91e,911.19,2024-09-04,799 Ash Place,Minneapolis,MN,55401,555-6887,Art Gallery,Project Manager,NOT_FOUND,NO_KYC_RECORD
HX1TJEQY,Keith,Vargas,0xe5e7c4760c8ff66f4cfc648aad78ec321e41622f,27,2024-05-25,334 Ash Drive,San Antonio,TX,78201,555-4237,Biotech Labs,Network Engineer,NOT_FOUND,NO_KYC_RECORD
E0QIM197,Raymond,Tran,0xe9cd7aa390c37c805be81281d2dbcc2f87a6b8a4,19.32,2024-09-29,591 Poplar Way,Charlotte,NC,28201,555-6800,Hospital Network,Consultant,NOT_FOUND,NO_KYC_RECORD
EOP0RWRO,Helen,Baker,0xf0a6904f179b5cccd9abb57ce3890745e1bb6cf2,589.23,2024-10-26,116 Elm Avenue,Charlotte,NC,28201,555-1093,Film Studio,Agent,NOT_FOUND,NO_KYC_RECORD
AE6STQMB,Laura,Alvarez,0xf0db28b02e0aefc44f0c8f440689b2e8b2aab742,865.48,2024-03-28,812 Spruce Boulevard,Atlanta,GA,30301,555-8531,Sports Management,Network Engineer,NOT_FOUND,NO_KYC_RECORD
AE6STQMB,Laura,Alvarez,0xf0db28b02e0aefc44f0c8f440689b2e8b2aab742,489.5,2024-05-29,812 Spruce Boulevard,Atlanta,GA,30301,555-8531,Sports Management,Network Engineer,NOT_FOUND,NO_KYC_RECORD
8XQ3USL9,Steven,Simmons,0xf4b45c2c886e754735d3a925c01b646749f44422,1031.61,2024-03-29,631 Oak Boulevard,Columbus,OH,43201,555-2086,Insurance Corp,Partner,NOT_FOUND,NO_KYC_RECORD
ES2FK5CG,Heather,Gonzalez,0xf4b66f6222fa72269483a2db98ccc67ba33e2488,613.34,2024-04-27,814 Oak Avenue,Fresno,CA,93701,555-7715,Healthcare Partners,Site Supervisor,NOT_FOUND,NO_KYC_RECORD
0ZAA8WA1,Barbara,Martin,0xf8939b634a74a54acc65e84e6b47b515e2e0ea25,1891.35,2024-05-12,393 Elm Boulevard,Chicago,IL,60601,555-8290,Logistics Co,Partner,NOT_FOUND,NO_KYC_RECORD
UULAEUSF,Katherine,Medina,0xf9ffe8604491a3bbdbbcd10ef5c1bb27ca066401,1425.87,2024-02-14,392 Maple Circle,Kansas City,MO,64101,555-6505,Financial Advisory LLC,Physician,NOT_FOUND,NO_KYC_RECORD
UULAEUSF,Katherine,Medina,0xf9ffe8604491a3bbdbbcd10ef5c1bb27ca066401,291.28,2024-11-10,392 Maple Circle,Kansas City,MO,64101,555-6505,Financial Advisory LLC,Physician,NOT_FOUND,NO_KYC_RECORD
